"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Eritrea","ERI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","599807998.603626","582115811.213952","691087662.337662","799125000","905485550.678811","857456353.560466","991339097.243918","907145708.117656","893865402.597403","866638277.554269","900557772.492155","1171172475.66274","1483439434.27017","1410765114.29668","1426515069.9187","1454283089.43089","1504266341.46341","2035887056.91057","2313015811.38211","2576888266.66667","","","","","","","","","",
"Spain","ESP","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","30151687663.4181","34461485029.9401","43396632151.1778","57471587664.1919","72117980963.3689","85897568115.942","91365834369.5598","101538135815.991","122000588107.639","165366492315.32","183729853794.384","162952753649.306","157194891715.887","136777218097.448","134856245083.834","141661594911.937","194459622193.18","248254925212.236","289466999000.143","322396992269.852","416317249428.665","451367828662.93","503367360637.088","421359105765.46","421459673332.505","483097144382.172","500923420464.994","455631818181.818","473887960797.416","484878542510.121","455508568269.762","475576733780.761","531211180124.224","676424379232.506","804746709709.461","869768685486.88","946134738426.797","1109043252121.54","1239736340998.97","1152339538760.77","1118418178645.57","1170468966168.8","1053220787774.63","1068300061119.3","1081804098305.89","931754727386.873","951891108425.217","1007929456111.85","1090861505227.96","1061223773160.78","997452449238.913",
"Estonia","EST","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3148507541.67769","3367785473.97586","3624102281.66798","3855509168.94265","4040453110.91073","4430291467.34898","4496548126.06474","4205885930.15756","4591668606.21251","5423313553.73458","7219660117.43451","8841968944.09938","10046340007.4618","11911317275.1223","15333926909.3895","17464694594.9905","14504137260.3501","14055135355.8919","15908035622.9908","15881394858.6522","17598148332.3239","18448799183.3264","16239487015.5191","17125885401.2697","18661044765.6632","21136088363.2886","21537716745.2784","21775997372.0234",
"Ethiopia","ETH","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26441409677.4194","34980052338.4526","39272855426.4546","44191766062.7411","51838253125.0622","57655158036.3785","63486796022.0758","63972813139.167","74692274240.5772","85133040140.5431",
"European Union","EUU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","526195394443.322","602010238324.69","728503920272.526","939508105301.57","1073159807599.32","1292649014375.73","1352317377825.42","1541446877862.31","1871244719493","2270011955217.18","2571158123990.67","2279273027326.88","2201167693278.58","2136749671911.36","2041043500302.69","2099460923909.33","2903115079235.6","3615147768375.6","3922010062273.08","3980765651886.28","4968842905678.54","5153561777007.62","5719974203490.12","5248481565562.62","5508876521339.1","6313690822590.28","6451063436300.89","5875761603708.47","6018260021727.16","6000038056467.39","5487436143985.72","5580925597609.85","6086368119418.07","7540781459205.94","8621337311835.83","9038272490874.55","9554003709223.99","10927334288307.9","12199621269545","11434862126121.5","11227470632212.5","12054791463470.3","11244443307600.9","11712558610109.2","11865653807812.1","10140193741796.3","10364536506043.2","10924305898216.1","11809056709597.2","11539730249425.5","11335922293995.5",
"Fragile and conflict affected situations","FCS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","195513261406.985","213680903481.207","229293491892.926","209474566542.178","226412750165.642","224157112762.761","221239173136.357","239923924288.576","227732029878.651","281451867966.298","180385241805.317","187774837364.158","183953836327.497","173471604936.57","205764866859.602","204046543959.184","230859081285.325","247141918718.718","250265655323.085","271203173077.289","291496059988.309","287503365164.353","295701349775.076","363652939813.96","437489815301.91","512680994876.931","695403934328.903","844839418639.695","937750680232.52","1031102758250.39","1050273380485.48","1178454229850.42","1363333243017.57","1573466894205.77","1303490247873.75","1211885235933.11","1180819681579.06","1220455237818.53","1300454011671.31","1234394255093.97",
"Finland","FIN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","7783236126.84032","8591969309.46292","10191073989.1024","13155031896.6859","16404951945.8012","20553038629.3842","22696284043.699","24177922384.5359","26040934296.0289","31276777591.2074","37333439591.9669","36789749242.2155","37605772788.9478","36380230572.1605","37407004352.9877","40102647735.9939","53008444757.2132","66369538752.8743","76787491115.8493","82929194956.3531","100315658529","98503161299.8089","88095301300.7699","68848756115.3326","77425156516.79","97761437908.4967","97385451721.46","90624212575.8791","93375611927.0138","93441295546.5587","84899576193.1085","87330648769.575","96252587991.7184","121177200902.935","139093618077.974","145514239522.447","154305607828.378","177552696413.906","201710853962.209","192435398721.867","190166161129.348","210626111701.858","201837712291.137","213555120718.977","216931580516.537","184869232261.14","187680760132.273","193677596885.279","209433255833.756","203329035741.176","203731235561.09",
"Fiji","FJI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","894127139.364303","974782354.317809","952826040.32604","963401179.941003","959728431.553667","945310332.871013","993748786.300644","976570463.863655","948710060.8264","1063567720.62294","1208124113.71463","1241365546.21849","1326246174.31803","1358953171.61759","1456160781.36739","1580830548.24717","1586973562.31739","1582046131.46776","1182252868.93497","1277467506.09261","1249412759.56027","1210225775.27892","1283231972.19809","1568519886.06393","1764512406.23197","2768866883.50089","2919347966.72828","3034012792.64733","3287996737.15254","2652227233.21573","2741880154.30329","3205195181.7979","3407651879.9933","3560302704.46399","3786928102.15111","3621853546.91076","3960758103.78575","4288693212.0567","4512216154.06726","4475513793.7419","3566543710.80782",
"France","FRA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","44795063219.0235","48968318255.9789","55049498868.5689","62125830077.3637","67997085731.0747","72733683695.6548","78604939349.3657","85240162416.7186","93863029398.5209","102155661247.064","105796622180.229","118923878299.988","145644993498.049","188092221567.472","205536006546.645","267489674162.46","277267140125.649","306004279219.043","378204941860.465","458894542090.657","531504191244.955","479838261919.131","460047908972.951","439592047508.391","417337686707.198","438082201781.282","604556302680.178","736456400742.115","787732628565.136","783436150524.368","969333815202.988","973684455295.896","1084320941759.6","1042068566133.89","1089929111531.19","1247045603890.13","1261992563149.12","1126495841762.19","1150978430064.49","1138054549328.79","1037805417357.66","1049729753914.99","1146033314511.58","1424306997742.66","1631188229451.2","1701161547071.26","1785213900388.91","2034081576786.2","2247985938186.61","2137603500972.49","2096777146615.92","2252701974260.49","2111348464148.98","2213650235147.89","2237113226062.06","1898245426280.08","1927495897145.81","2009597906874.89","2152265501634.99","2090116003003.92","2057126031512.85",
"Faroe Islands","FRO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","851405802.292264","897867033.628623","827071296.903416","873996731.869082","984723928.711667","1254443887.8516","1429069786.8505","1554986743.15063","1659884307.52674","1925363263.9565","2119142425.60954","2031916282.71372","1962198396.18783","2178218190.62343","1997065170.47907","2135587486.42345","2211759465.47884","1956271644.94122","1936509351.27828","2048675581.94127","2120736071.96022","2133580232.10484","",
"Micronesia, Fed. Sts.","FSM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","151500000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","182342431.211673","206278475.121852","219816892.92465","442820861.236868","524293945.931698","770368931.301616","813139142.465261","1168594782.95602","1198284856.0618","1393840297.86013","1684971360.81739","1582812721.76391","1557791416.91773","1594999140.67588","1714586499.43904","1760661495.94391","2489706329.434","2499529488.184","2591588437.42504","2892714708.30495","3758473534.85676","3174431750.16279","3641546751.35384","2788346088.12551","2305517067.66892","2630460199.81232","2869289636.79967","2368095706.2337","2783001933.37829","2544457186.96032","2120366146.25574","2615371402.72287","2869364457.81917","3484918194.14952","3897113426.30343","4079172565.1028","4488434333.99895","5380310663.45725","6152170403.58744","6199791449.3378","6342562172.19964","7350999677.66482","7465027387.77291","8224186301.0215","8981745995.45161","7573397773.75854","7724418616.69886","7942704348.88636","8295386304.35154","8213738946.7001","8282519057.10007",
"United Kingdom","GBR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","109793078953.684","125297819420.784","145847140359.64","163724355707.986","183424015895.278","219981608407.08","208218733153.639","228053886272.458","287576308724.832","374626181702.668","487324138972.81","470964220257.235","448011790705.8","425328505381.234","399910243415.802","418750994609.856","526413658751.099","641804902761.889","780351211312.7","784983213350.785","933146875000","993439832451.499","1043976700596.7","941119631073.785","1006510971839.61","1089109988953.76","1147578783151.33","1275315979043.88","1360758529314.34","1400723183950.82","1381381449538.51","1376186843241.69","1502634892086.33","1732042448979.59","2052281215671.92","2146485454545.45","2275475620975.16","2588243297318.93","2475669117647.06","2086705094251.44","2125571542783.6","2266252933637.73","2306999362932.2","2365096510471.78","2580392547349.27","2456813241801.45","2261489414952.53","2215796966669.89","2380143683329.51","2352942122482.5","2264738408551.56",
"Georgia","GEO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5996071539.3363","","","3195032786.88525","3738720813.5971","3038354856.57326","3497869829.58637","3938811021.1946","3440259965.46266","2570096962.21289","3028480293.44801","2869121225.27738","2974831625.44974","3529617374.28345","4541266694.49082","5608925911.62354","7532857784.76747","9777072732.71476","13420713710.7593","11619994013.7683","11810694047.0179","14498250815.298","15339792890.4499","15671215582.5418","16128787449.7366","13570660556.1186","12881734060.0837","13594461048.0175","14522434000.2368","14622075689.2942","14685201061.4345",
"Ghana","GHA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1008522010.99289","1175208287.80977","1204623513.1304","1348898189.70299","1462356915.93969","1883975145.53533","1959614296.3598","1611269359.62789","1489433260.34882","1742411391.46797","1931654722.11137","2184098525.17756","1846661789.25845","2118309859.15493","2617391304.34783","2426595744.68085","2529237288.13559","2870285714.28571","3514310645.72426","3754558404.5584","4225829875.51867","4053313717.8306","3885294117.64706","3922707144.56113","4229158512.72016","4205482130.82716","5395264984.09633","4876353741.4966","4916255575.23351","4957224428.35276","5566939670.81174","6113828804.34783","6333194508.00915","5605363636.36364","4766503138.07531","5715750625.52127","6018220183.48624","6600153320.3125","6713978806.22837","7452874343.5859","4706233070.28813","4941824514.86807","5707354114.0838","7097537609.59852","8231800889.38299","10344006186.4781","18924808873.3472","25056160840.6605","29528557540.6253","25157044270.4626","32417242587.4126","39184781862.4227","39406282097.6492","52112396891.0871","44406574949.9413","41044131642.7072","45809725868.3309","46619417032.525","53119609992.8031","52189224211.293","",
"Gibraltar","GIB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1637198701.46423","1690598444.2201","2077095750.00453","1982264388.59196","2075818274.38433","2347842796.67486","2626985694.03392","2618985154.95134","2778103920.0464","3028755557.3039","3263680927.08826","3112909994.42631","3101446140.21082","2926343502.12876","2514940658.08793","2403956383.76971","2594826720.61425","2674850861.53863","2925199158.9493","2372877548.30218","4100773334.60925","6319574307.21179","6594076365.59145","6950461882.82567","6342114152.06984","6561014527.90183","7208635429.03398","8710944864.36782","8829245358.92921","9259030549.0131","8632625701.52925","9257161551.4901","10555437359.4179","11796920770.0861","10723208765.0377",
"Gambia, The","GMB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","43871310.9704878","45518988.72119","41330485.2877646","45465799.4527912","50324005.1840829","55294461.2089944","59017188.8272623","74555333.6466165","94633935.3556608","104080088.495575","104949409.174642","134646096.816398","177118809.032939","205469921.626774","227018012.783266","213212290.222088","200589648.394846","198741756.992344","169094054.29536","214360897.81453","172418758.122744","204615571.638584","244623516.784926","255287726.145894","283271988.83107","659317184.046902","670101633.373428","782340965.944001","787209250.871444","748097964.229959","889580951.700486","755160065.488912","826930471.385217","795167054.260164","791554763.990115","636343777.092152","569220270.310978","467978377.525806","949081088.641063","1040335393.38032","992813291.669191","1218289417.61078","1606991582.70399","1450098332.10731","1596494359.56019","1341615328.47954","1233029170.34271","1304326837.71998","1183486312.98972","1240191153.29058","1297964551.27097","1412964159.20565","1592542145.88032","1717748276.65418","",
"Guinea-Bissau","GNB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","76068940.8766012","80231357.1371263","95177085.7074873","101687118.644068","115976644.736842","114832129.91615","119583894.334765","119015308.680268","129804899.135447","131262819.746098","","152843787.878788","174106837.789491","169437836.452229","138694496.502438","176224993.752754","133897666.755422","160580792.177149","154632483.659438","209554980.678228","237064470.964951","248971090.656163","219750201.545621","220275378.418142","226393773.63989","256951132.05301","265712549.754156","254766588.585936","227235718.070527","227039683.182905","396665758.059611","398618583.45541","417434966.928696","474674840.411425","547105534.590718","611006773.908201","620569045.621042","705550916.285251","869498539.686099","876373389.462833","930897383.013507","1048545127.34892","1024128472.41333","1049660885.12726","1052400847.5419","1012693716.65006","1143314586.46358","1300194800.98998","1327204514.20614","1360160042.56619","1404763677.7128",
"Equatorial Guinea","GNQ","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1373365340.38741","2761727559.95954","3562735453.40508","4482742834.88829","5129712573.1941","5725563565.09197","6863705658.90921","7100977359.27827","9060172925.6208","9520932076.46611","8024648389.38222","8214380485.54855","8622426250.19567","9418731402.27939","9268686864.61766","9802853015.50126",
"Greece","GRC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","3788106235.26093","4101947194.80287","4366163598.0604","4740492223.43822","5327476100.03579","5972012649.25709","6611617410.34868","7280446026.06699","7876960679.77105","8657672281.7032","9744829545.45455","10578170454.5455","11716579545.4545","14580264672.0368","18158125000","20860308182.7843","22242733208.9552","27121239592.9695","33143283858.9981","40621131554.7378","43234892086.3309","41207410824.1082","42929938775.5102","39772801857.5851","37689915356.711","37390685911.6704","43927874878.2863","54173653749.3709","61647276002.8825","65472152748.6362","82285965176.2683","87302011590.9516","97853594923.1319","92652537158.1451","98496390449.4382","117422092954.846","124811520385.051","120809005366.28","122041247549.867","120754422544.215","110813172102.451","115587161521.253","131330990965.556","169062953724.605","200053661534.641","213532267130.954","230544384644.336","271846705447.577","312263254723.89","301757431230.897","266008469390.712","259517545834.775","223783273669.252","215837595714.215","210946325066.233","173692889066.307","170812655643.265","177863744301.987","188352154190.731","182675825881.364","178237683398.836",
"Grenada","GRD","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1439516067.82337","1699704561.76662","1728242925.51151","1830900652.45174","2071275051.89485","2327082638.63008","2329646141.50609","2253000480.07681","2430588410.60219","2303875701.33794","2427594679.77138","2488071269.48775","2097043654.03766","2160598362.96923","2258946826.39446","2451778418.26877","","",
"Guatemala","GTM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","955900000","997300000","1061900000","1150300000","1167700000","1191800000","1243800000","1313400000","1393700000","1513300000","1644700000","1727300000","1838700000","2200200000","2676500000","3125100100","3693300000","4481000100","5109500000","5919499800","6843999900","7702000100","7824000200","8189000200","8577600300","8704608782.6087","6379132191.78082","6555520160","7224733206.10687","7708557776.98864","6901317825.1371","8401504265.3463","9491242834.48729","10388377506.4769","11899096658.0887","13353452018.7244","14434319575.7815","16358853356.8613","17588802811.8354","16669144381.4063","17537427079.0396","17481597332.8583","19297132707.7234","20626869876.2105","22594597734.8518","26178270988.6166","29061477547.1549","32727010464.8587","38465881640.2116","36262840558.2239","39918429658.2194","45512294127.4694","48519308976.7157","51325179844.2114","55841098264.4008","59329031457.3862","62754070974.6181","68417675662.4342","70934474545.1644","73929597100.0559","73814308729.3519",
"Guam","GUM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","136090532.578895","142973808.551595","139590503.412472","116549028.758094","156507029.108091","170941176.470588","185941176.470588","191470588.235294","171500000","187900000","208300000","219000000","232476190.47619","274761904.761905","311000000","331333333.333333","397520000","389080000","403160000","416000000","480120000","524821428.571429","445066666.666667","476166666.666667","349131578.947368","353720906.976744","336953488.372093","283979602.040816","344099990","322647040.441176","341139248.101266","272611716.457961","267944898.481215","346461701.228879","463828107.736804","482863190.84507","523670099.002849","583792740.219521","595958788.591473","576955236.013888","647335270.514718","657032198.239598","662654538.588624","660264341.599859","677947831.524274","827522201.37586","","","","","","","","","","","","","","","",
"High income","HIC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","1772624368113.24","1976068211184.73","2285191576057.06","2726047269338.35","3086836797273.91","3560895603544.03","3843022371834.88","4344881434926.66","5169870918914.15","5971799023701.1","6720267790906.22","6813554526821.39","6901944095497.85","7170379016101.72","7359988707860.17","7768222499494.95","9417685622116.88","10902461736812.6","12142452828165.2","12663031500226.7","14293245582522.3","15177114028101.1","16441444021890.8","16602732606430.2","17736385630709.8","19510976714167.1","19727031009493.5","19359516850551","19534961359866.3","20621470369032.8","21025732838845","21130698419916.3","22196072170004.6","24912960600124.9","27540166753811.6","29031223647799.9","30475368067130.7","33179186974557.8","35603568232727.3","34389266537912.4","35657762709589.4","38161179288849.1","38067643440716.5","38392664243614.1","39076799961511.5","36896023453259.6","37724503002297.7","39179798592223.9","41511566716710.3","41881257744097.4","41006115216715.4",
"Hong Kong SAR, China","HKG","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1036782137.42158","1156872935.14978","1287724117.45054","1424885853.22395","1575782323.0261","1669109947.64398","1889611408.44825","2025750326.2288","2119274950.28841","2386602336.87804","2732386952.44518","3198342532.16796","3919239904.98812","5685611580.6859","6668256618.17315","7180458745.3396","8232955472.19051","10523380523.3805","12867391165.1045","14883362983.9886","18951588593.4768","20676292201.1701","22104153280.9437","21391152342.6747","22646840624.2006","24440108846.3316","27711224738.2518","32154700383.4169","37449654112.2214","42659393069.1419","49458394310.5086","58961550339.7159","69469291786.1664","79438311184.6528","91623621965.7368","101532356058.843","111297984303.686","122652122809.057","118997198300.905","115798388656.139","116749281240.374","118274606349.695","114218671863.981","110585606410.849","116563559322.034","121150013500.829","128804552125.441","143735098828.415","150832049108.748","150433060708.481","160583457756.268","178946428571.429","193424655768.14","207791387313.048","221429179401.865","235345855156.222","244504077399.74","262484601960.684","282903234037.124","291335392233.183","274588511318.517",
"Honduras","HND","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","294500000","311400000","328400000","355550000","400600000","432000000","469750000","492650000","534950000","557900000","616800000","612000000","666500000","746500000","887000000","1012000000","1149000000","1358500000","2590512502.18228","2961107228.05688","3497669262.91711","3682687203.27397","3965482922.98033","4234466674.79364","4593305779.67735","4872992077.02069","5301457073.89065","5572808018.11665","5128730445.86901","4890508675.74221","4250263246.64818","3921588410.10401","4197924643.95497","3873040714.53784","3508948946.34193","4153568769.55162","4117355168.91892","4433104722.43346","5082589800.59084","5235583421.60279","6048232551.24456","6670203142.76853","6937081358.63382","7306883734.33223","7889273299.39538","8864748331.32437","10118411025.0222","11667469343.904","13469752113.3317","14185593090.2721","15212769448.1638","16594853333.7562","17568515346.9865","18252326346.9229","18900239193.4131","19262134772.0686","19765290124.8084","21008787802.6661","22640429742.2467","23950759940.4288","23011679325.0318",
"Heavily indebted poor countries (HIPC)","HPC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","111783281603.706","128454637758.443","124726962632.36","119961753248.703","125839614478.654","124283049475.4","120623815943.255","121718161070.616","102665715658.934","121089398429.825","124302866445.285","129770283272.252","141096251323.721","142444664369.936","155242360642.761","147169451756.434","159174769533.246","178535147355.929","202973134988.423","230643176412.786","266504660519.611","318279291516.646","376101322096.987","384257142469.317","406736411143.485","455853367058.195","483157211278.395","535778935012.516","566826543781.349","569428107833.071","573033587673.509","592815277084.96","633127264209.048","647056724327.588","659228899615.403",
"Croatia","HRV","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20506230549.8687","20495793529.5534","20826821055.8724","21697991938.3917","19860488641.5031","18243061974.1932","19319302244.4315","22735768069.9004","28558030212.8639","33980286285.1984","37114048230.8801","40011888874.2552","47677135988.2184","55839576678.833","50367134570.2933","48278677092.8235","51141762223.3259","46855451655.3808","48088121684.793","46940503390.1847","39214282095.9929","40171938990.0263","42939849530.1846","47504332284.7698","47132813567.2781","45629684313.0784",
"Haiti","HTI","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2575067800","2618652000","3179097800","3293493716.6135","2150460236.44375","2126632986.53065","2342955195.94145","2630204735.72238","2600351542.04792","3053738577.77008","3378160301.23722","3728070438.50126","7093967525.25304","6678337012.30848","6384252696.60971","5172028172.32157","6429656585.07821","7587964364.86764","7994855609.11587","9982670546.36656","11053216502.1193","11905182208.5663","12166799945.9186","13399093819.5735","14180339714.0809","15169608383.0141","15729287508.0114","15491960605.1432","14697011306.3787","15547500089.8856","17594076468.2323","15586003940.0729","14314815020.8734",
"Hungary","HUN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27770333471.5997","32361532670.0283","35141693004.3444","36107109664.3224","35683524941.396","34862299676.3114","34411448841.796","35484923860.2119","37086876512.2553","35709354197.6163","40342168506.4793","51682112188.9001","67671884076.5791","80127474897.1372","86984249621.084","87075977945.7199","105232636154.614","118632528688.951","98992748405.2966","97952759755.2226","104362318768.496","95016730772.7902","97611564853.9306","98898801241.0342","86099945405.5651","90134553678.2032","100603303777.481","110668337784.576","113068970618.592","108859593718.547",
"IBRD only","IBD","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","241449043980.827","246876302296.903","261039723355.724","275131366896.667","303248477146.191","322399514826.511","330001889545.753","347846460491.128","366810077136.725","401100556691.343","430996810137.292","475744307607.619","533686974769.24","669720061769.198","833391888825.975","901904812963.964","977109223910.43","1105307868970.89","1209122389396.15","1426504967608.18","1684360886905.77","1872222878038.06","1881383189165.45","1859444614109.82","1870168770957.27","1956761058256.18","2094149357107.38","2086775167606.39","2249647341751.9","2303131636068.52","2670688544033.82","2757831013865.48","2692152483640.49","2952482815876.33","3227699600428.82","3644728594786.07","3976475286148.46","4238269883172.17","4147190250586.77","4010552547509.64","4290506565496.66","4349389391405.65","4360262876264.05","4820402965832.84","5572083307586.88","6589995526813.2","7650814864357.58","9397302322867.13","11156197119653.8","11065344727466.8","13083194507623.1","15407107240525","16475077013740","17542995369786.9","18249410797447.2","17040831198773.2","17309239995347.2","19002961956964.7","19934614903854.4","20627033590788.6","",
"IDA & IBRD total","IBT","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","267683794764.863","275595224060.98","290788897874.862","307218319766.002","337490407222.486","360503146743.462","370959528862.815","392112095547.197","412589641549.114","451286367338.719","484937839036.468","534031735532.245","590989356982.696","732326873232.042","915065021360.49","1007838562811.66","1076918091475.01","1214032367408.9","1340755201301.11","1581988270500.98","1863588050940.23","2063314314517.95","2072853665583.4","2048733815326.93","2072780448998.85","2177969904111.81","2310645758473.75","2320808593912.05","2491803951776.34","2532986755147.13","2919613532009.98","3010934738828.57","2946676970492.36","3208161479044.33","3470542944214.85","3926451550784.38","4287092548240.29","4559842903518.45","4477182729303.98","4343768842711.97","4647503402901.16","4715805762214.28","4755564538271.34","5259747209078.93","6080833264648.37","7183897183822.2","8332696874583.17","10249936554057.7","12150521483872.7","12075382458194.1","14215757153603.2","16687887167490.1","17829701447750.1","19103964788810.4","19894458530973.2","18718555245541.7","18961785863089.4","20691851635089.7","21710393267883.4","22457292601348.3","",
"IDA total","IDA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","198409775252.339","198824432450.352","196556494854.491","209697675196.564","228376281700.786","224708893489.407","241576498383.766","250633968154.984","235622185365.59","252195893059.223","256012970856.985","258109222259.056","257678433350.72","241674133789.569","280812193313.039","309937321311.62","319932320798.145","329874499420.663","334469939645.392","358388504732.247","368224019114.754","399569625939.059","444249452982.717","514491903325.972","600010995008.728","688294256314.381","861862401516.803","1003075490010.07","1020672652147.93","1140073879665.89","1285936922487.29","1359389657571.39","1571986012592.62","1657467945343.39","1691538187647.69","1664502533249.97","1696011847737.1","1783445515960.62","1837793930343.63","1813049956137.75",
"IDA blend","IDB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","74224811409.7769","77968789972.3402","77405591424.6443","84461387237.3879","95143736961.7517","84678664206.2228","87943532947.5897","96324795841.7405","85853258442.4516","92038632338.918","95727674791.1885","101555631662.511","100207883682.903","97969150832.538","114618263691.073","130943735975.595","134390693146.289","133366086741.029","134710749700.976","142011809790.172","156219282569.515","174835414750.667","194640799004.626","231445717175.949","279032363205.042","325034391319.416","430119285841.273","492889859493.406","487494848245.437","563471024537.133","642066842435.155","679113947844.75","804809781919.56","852574682035.99","862294852619.925","816763695208.664","801080237710.799","821389257676.165","836476973692.34","788709712933.577",
"Indonesia","IDN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","5672436321.23077","6786548583.89667","7849693251.53374","8178082191.78082","8066696893.09851","9194216867.46988","13269156626.506","19517108433.7349","24092048192.7711","29046506024.0964","35025783132.5301","40365118182.8684","37311174029.9353","51342286960.5388","65448745347.6854","73330109844.2698","58087455109.3649","61393944672.4939","61770878923.2111","60132466688.9738","54222527191.5285","60792610172.8585","65495856729.3475","77508422169.6686","85553554573.278","92635473319.1456","106710310636.275","119927478884.647","140291997674.464","158986295521.496","147839991607.834","70128577939.1459","112768643663.948","112515230458.414","112375791961.71","146510069592.168","179055103355.751","192859708255.971","207174698941.24","259925016022.21","310716978776.939","352287532712.906","368489678402.782","492495749766.152","575804641319.238","602471771574.198","605434052714.248","592963201343.839","578489153447.886","627662372746.332","674331684086.954","687910961416.825","746887992384.266","722454168285.582",
"IDA only","IDX","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165938369246.689","165581433951.512","160830092884.55","162093817386.522","146978742884.933","169860827612.439","182264624739.65","189053845181.339","201039475649.354","204443146753.772","221803566041.051","215869660006.543","228045707962.091","253252250385.16","286363969496.087","323612976728.024","365594873943.55","431455967686.899","511632861882.512","536557440457.75","577804590226.542","644530696277.437","680950938852.856","766728873194.421","804214700831.375","828931844834.698","849437573512.809","899174507480.283","968210736328.318","1008303473699.99","1036496488397.11",
"Isle of Man","IMN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
