"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Rwanda","RWA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","108999956","112000030","119400028","126599976","120000010","141399972","123348558.857143","155720018","169120017","188800038","212599992","217436421.405454","242549272.026491","268701882.700603","304479016.116629","542061760.584673","580338805.491675","659508393.695321","836984765.538134","994801117.074842","1202130042.90998","1387787788.70656","1334343413.9265","1415271900.71378","1448137314.19524","1574867896.29482","1783210302.66843","2071709841.10364","2311442928.95666","2350263888.50765","2392200703.4303","1848843411.29492","1969384204.40411","1943559851.49442","1119209890.90909","1387464584.37507","1462467455.18545","1926787104.29284","2045376750.52135","2253451872.91562","2159353876.17329","2002330065.17726","2016506467.02788","2149651728.3388","2335269435.04968","2864511047.06048","3199452683.77262","3736179393.18591","4851504630.0741","5390840768.47153","5831062974.02521","6433410266.25565","7133589377.48323","7133619223.17966","7659007684.40286","8069067912.68742","8042461652.97875","8215223614.76819","8906447275.66319","9436763278.87982","9482155660.85249",
"South Asia","SAS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","44042367415.6165","46696697554.6558","49175465956.8102","54685041836.5103","62643334818.2575","67661163796.3278","57631650880.2055","64139649136.4631","64629927712.8343","70522503229.5244","76221869769.0912","82359459535.5522","82695317874.9841","92795834748.0951","115563021981.95","121133309233.163","114817536041.169","132475601330.928","152648409782.905","170924730499.806","209843853754.484","216359207677.444","223388396486.946","237370716036.932","236112837251.786","252973185660.136","268192754628.725","293184744813.922","310803418550.525","307431665121.971","325802998894.207","288806980657.177","302694137625.986","301317603970.622","335653207894.983","369506362815.516","406342301801.602","426500350267.086","432735337931.033","466849565832.98","488386725017.388","500625729379.49","517516846995.238","591113295318.866","657900597857.377","748040523809.724","836686744548.81","1041334894248.9","1092537601081.12","1194793689117.32","1423584859977.41","1610476530655.95","1625617380722.95","1683247876463.69","1855600801016.15","1961152493411.62","2127562237075.83","2427564752869.5","2523805012644.86","2670895690526.51","2485022648627.22",
"Saudi Arabia","SAU","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","2066705755.55556","2346111422.22222","2600820954.79587","2871758153.63845","3530014771.11627","5174466212.20372","8781013770.10411","14500230392.8387","21605271566.9665","33045125984.3638","44943291630.4159","59403782824.2076","67355212669.9904","84987097420.5818","95825072827.6136","96694528285.1236","93154002391.4191","88436056142.918","77938666766.606","75886022497.7634","74303523491.7538","80934630765.6558","88639535092.0785","103262283978.638","101328187530.04","98457942483.3111","96937084779.7063","100454645473.965","107948998664.887","113010146862.483","108429333333.333","108349600000","117572979440","119081835280","119455226106.667","126528877066.667","137773944240","156602186997.945","181159388651.535","201807340893.929","231745333333.333","253020995973.333","277223936800","311952800000","356422007892.693","391268440400","439736801399.181","459985624640.363","442690331002.901","451899260551.032","491824324617.859","497863921138.248","500753006112.125",
"Sudan","SDN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","1125666666.66667","1208000000","1297333333.33333","1372000000","1435666666.66667","1503000000","1494333333.33333","1633000000","1730000000","1853000000","2130333333.33333","2420333333.33333","2598000000","3091666666.66667","4139333333.33333","5038333333.33333","6155666666.66667","7980666666.66667","7173750000","8594750000","7303333333.33333","9488000000","8835555555.55556","7891846153.84615","9649928571.42857","11987666666.6667","14051875000","18245277777.7778","13773809523.8095","13904761904.7619","11204918032.7869","9911111111.11111","6157597535.93429","7837414312.6177","11236706146.4088","12545618522.9816","8632238727.21458","10635575680.6499","10292130179.2829","9860158146.9016","9666941350.34225","11005721414.7661","12344594508.3742","14392464326.7683","16809088945.7563","22834300069.7837","29782635044.8998","35437692822.7766","40567214142.1874","41455364412.3172","44915004336.5134","44132598799.3134","42574645432.6653","46269763425.4165","56014460894.2422","59710000027.1133","50554590069.4446","42548064689.039","33343049601.999","30603308324.2746","24522764499.2811",
"Senegal","SEN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","858511643.913137","908152301.617524","951625968.018708","981345571.871458","1040010524.68909","1028495257.75151","1052535033.19285","1033248836.83098","1182366627.76525","1112495939.8053","1087201555.26884","1152343987.4036","1338229770.1721","1609257879.61764","1671376654.60366","2348163846.45172","2484802863.26599","2539546542.38027","3001726360.26099","3729253909.41956","4373499788.43489","3848478728.11805","3755571948.2733","3436603732.328","3324677096.34099","3579487229.53448","5181232040.93421","6014268660.10782","6161624136.24887","6120233621.09218","7157074943.39896","6999768420.41084","7525216413.20207","7230766058.08818","4796948552.12861","5829405353.19757","6129802728.71362","5497776449.99035","5896219132.81729","5898356124.46551","5458682774.62377","5775629685.48372","6361500874.42476","7932089011.43547","9252756089.83233","9987073980.80334","10904243468.3522","13090767980.8171","15984739665.4709","15035366668.7646","14897453924.1863","16739983644.7259","16319079562.4302","17378865570.452","17620575938.8266","15450296399.7499","16303225956.6903","17643316610.3138","19243199840.1286","19175586394.5207","20479532560.0345",
"Singapore","SGP","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","683294133.019731","759604076.832615","797824382.595061","853880831.046648","827028616.22893","869462955.703646","954854305.501111","1063047171.04404","1191852868.15628","1314582516.66013","1516856134.84908","1773487521.2335","2001540630.01934","2675235555.55556","3690770733.29535","3974886125.81559","4340614852.61249","4499716690.9503","5020947774.0428","5931618293.7555","7155338912.90352","8124089295.72202","9082027737.01898","9679906542.05607","10693942262.1865","11138812057.5688","11013181219.0355","12267704601.8187","14288888888.8889","16926505664.8778","19552222734.9639","23865354558.6107","27188643339.4721","31898811734.1255","37684758412.9894","43132707774.7989","47546595744.6809","48600282866.3793","41960623804.9713","44252330383.4808","50304002320.1856","51950773008.8743","53693007930.3027","55608540925.2669","60183232753.5203","63577925979.3319","71361948517.8425","83056134297.6577","96930171743.5861","95198487452.7329","110382838283.828","128089362378.757","136223813715.292","144799808199.473","148658274800.726","145836848996.218","149088671733.623","155788905786.082","167440465599.051","172007770121.683","154444444444.444",
"Solomon Islands","SLB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","418173053.747891","443576189.381751","440737308.207188","414417551.802194","415325429.850043","378849270.664506","263565891.472868","215145010.732292","352460984.393758","311355311.355311","322682695.349573","359142478.267276","346299648.236058","421934310.004078","510117275.323571","534660442.173875","600325257.963212","592967257.660954","447919262.397209","455964118.145553","450785041.954057","500000000","362731152.204836","302162298.99146","350314641.869414","467336883.623953","572310927.130561","659696811.291166","726132242.285006","749348230.912477","904333808.667617","953371808.461911","1038856863.17163","1223620602.29249","1277642943.3379","1194359862.02888","1226944465.41355","1300428531.58202","1450110028.29299","1532899405.38821","1549053984.95142",
"Sierra Leone","SLE","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","322235025.697452","314719874.11205","325079869.968052","330016141.793714","301320120.528048","319320127.728051","351960140.784056","360094067.353958","398360602.511045","418084577.29726","483248213.536327","597441212.71385","533050573.307933","612298299.171391","760333893.643032","922731960.225929","1091255477.23376","1088430678.97507","1253865095.06317","962112733.579798","968664714.436543","853474695.720455","418580648.769575","568330053.36579","841698954.296611","797017345.727517","560675721.477442","677321579.36401","632030436.523829","742583259.911894","797676836.543378","890617055.084746","976303899.207125","886811003.56597","685127909.951394","707795698.924731","764091104.63171","1176293331.31939","1359515483.5636","1466177435.15482","1464839151.51964","1634902559.6214","1821225647.29533","2119256027.54777","2546057210.45078","2563012336.56757","2232666430.43925","3123407523.07209","3801362146.35895","5729147786.71275","5415196519.82085","4781266941.52876","4209236946.46949","3870070579.02163","4261837069.4141","4472904321.95942","4441232373.58836",
"El Salvador","SLV","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","765760000","823000000","861480000","910960000","939160000","979600000","1024680000","1072480000","1222280100","1429120000","1564720000","1901120000","2232480100","2602120100","2843120000","3066799900","3185080000","3143281700","3273723700","3472079500","3675609300","3436989500","3750191400","3925188100","4159077000","4760153272.36649","5139227900","5672508200","6401371500","7291197400","8503287400","9360561900","9856813100","10220106100","10708274400","11476927200","12056299700","12389154600","12973837700","13701355500","14782960000","16240010000","17979200000","19248160000","18325780000","18996250000","20998410000","21984300000","22866640000","23181230000","23806440000","24175560000","24871300000","25863000000","26828390000","24752030000",
"San Marino","SMR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","856923362.472595","855191038.808941","873973318.455914","921734003.462466","892976771.84912","",
"Somalia","SOM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","171009864.396054","186773902.890439","213793865.202454","217223859.350456","239805809.997676","224950650.296098","247504519.452883","262484420.613476","270814375.113749","291985718.857143","301599853.714286","313567894.958337","380410183.235197","500023731.911168","447243996.822875","653216838.760921","677474007.942812","585949347.246377","573895036.464088","757152117.585302","681491230.464543","810906768.801522","873559597.051859","929387699.212862","964026432.037238","728961766.934189","904565140.890501","921164881.513968","970412521.698424","1167919569.13465","1031258889.6064","","","","","","","","","","","","","","","","","","","","","","","5956252011.74043","6341144267.37717","6432807511.09928","6733467283.48651","7593210608.89246","7876426017.93614","8407758455.56232","8488097926.14805",
"Serbia","SRB","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15046497175.1412","20006368715.0838","23767332510.1906","18681092235.9134","18895939630.4078","6584353266.5568","12685155655.7177","16734829956.6914","21353850107.8398","25566886028.7694","26127006706.2587","31276532560.4878","41460244467.8249","49779333674.3026","42755530433.29","39569517901.3211","46537131784.4257","40932522708.5945","43961048111.2368","43087271916.9552","35040107929.8676","35299939161.3249","38439914475.7417","43536150200.9981","43691134218.0873","45402318460.1501",
"Sub-Saharan Africa (excluding high income)","SSA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","170386640603.97","166927588783.69","173639759266.558","172293602132.802","169862295431.874","180870823839.605","215503948850.227","222816547985.936","210769866134.849","244085320500.724","251317377808.494","262939715851.561","249298191337.629","245886915002.639","283689199186.626","291496231248.471","303737065325.049","301356877590.405","296900110954.228","300039157379.163","299973562338.992","325491366992.375","410089794181.212","503858239414.849","588829073627.783","658806894434.813","819386848145.033","899790358160.917","915434973512.697","1063439683178.59","1189513158042.89","1230745811101.07","1388800323144.22","1426339659963.73","1367215008906.41","1284969783517.33","1336938771763.67","1388171990520.59","1418676707218.23","1333247535417.64",
"South Sudan","SSD","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7484201214.55554","7574188457.87514","8433754219.27199","7688102408.83239","9407500881.35593","22095619118.6441","11149772779.661","10377844986.4047","","","","","",
"Sub-Saharan Africa","SSF","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","170492946111.157","167043069165.048","173745698616.122","172383372406.333","169962255170.902","180995635891.366","215650767768.611","222986139473.328","210968771306.674","244364619779.088","251607046684.484","263285834029.431","249680187743.837","246249142450.181","284068978805.885","291835377295.387","304172816052.067","301846123718.506","297356508451.549","300513277494.176","300471736086.698","325997647669.133","410625275229.436","504516160050.833","589597946235.795","659667141657.287","820139661625.02","900608414595.701","916129528241.533","1064191459862.26","1190371954178.84","1231645432171.25","1389761506155.33","1427356488474.39","1368237121848.91","1286077769179.55","1338132983516.7","1389479580310.04","1419994163624.86","1334149965280.6",
"Small states","SST","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63148697592.6681","72505827024.5645","76508301900.7074","79730017664.4287","82519644546.7655","84751190675.4268","85996119595.3946","87087439797.4991","92707391432.8005","108840515591.115","127656427892.212","144872158307.285","161646638680.421","190210034895.792","214534038214.598","207925035692.403","223360178299.937","246767881771.826","256136206103.999","274811438869.415","287562257945.312","278178900000.009","283234687897.057","302778307687.605","322045939668.624","324871786476.848","",
"Sao Tome and Principe","STP","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1378795057.76871","1378506375.22769","1803278688.52459","1934061930.78324","2151599038.39149","","","","","","","","","","",
"Slovak Republic","SVK","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10377262569.8324","10993289652.6147","12521672920.1708","13958680018.7398","15698107723.3361","19913981699.3464","22103015209.1255","20928070692.1944","22868250363.5753","22991405284.4662","21970655979.3624","23615857718.1208","26821214944.4758","35063442437.9232","42889232679.414","46119633130.2077","52094265462.3008","61695607719.6824","73705239490.2593","70939199777.716","69060019357.2342","73433597287.2469","69804616023.2802","72659235018.2584","74313341981.9667","64291555306.5426","66349296775.6599","71438911690.4665","79277973879.3858","80235948770.541","83989719838.6882",
"Slovenia","SVN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12503686440.678","9515843478.26087","9604834905.66038","10250639153.4392","11242383255.814","16393309745.2487","16375743626.0623","15559948979.5918","16498082804.3855","17081451549.1101","15171585234.6104","15524956564.6594","17280177556.1097","21857206988.3142","25002116342.8002","26133453550.5534","27540548237.3604","32779912400.7665","38453048191.0063","37847564601.2781","36881978916.1042","39715802250.2228","36259153292.2424","36658047416.0624","36884914792.0892","31384651186.1747","32672990337.1873","34409784470.9745","38067464373.4691","38320534917.5843","37929236284.5589",
"Sweden","SWE","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","11197043168.096","12080332068.5671","13164049092.2226","14281333435.8141","15489756953.5115","17163829465.3433","18944849034.1474","20637071320.9519","22179411604.4322","24051375188.0558","26866227480.0897","29653687157.3772","35178518604.0652","42414095436.5397","47780203180.61","59253197822.8409","65780194219.3347","72281618395.216","80053010512.3382","94163687107.8351","107910929165.879","100194871232.769","89101929933.467","79461040941.1642","80240072777.3882","83952939016.0276","110790352069.179","135280559428.427","151467387224.181","157304567311.421","190572477529.229","206401663662.671","218348150863.697","166594290412.93","174586054950.752","196485497595.783","215519236504.623","196473169262.204","196890904288.104","199800179124.71","189374495208.574","174005382850.394","193692577872.262","242890567997.725","274806569690.702","280206607699.616","296015830419.344","339259335976.801","361356829664.244","321135253076.903","356631201028.462","409985714014.383","401301940376.769","429796619215.67","424234836101.117","362470503049.406","372417671511.399","388130075420.38","398576323585.551","377408037819.144","382015629349.981",
"Eswatini","SWZ","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","27299454.0109198","34579308.4138317","35419291.6141677","38079238.4152317","42419151.6169677","48439031.2193756","65378692.4261515","73498530.0293994","61318773.6245275","77978440.4311914","76858462.8307434","92701342.2818792","97437231.689866","116570605.18732","113318616.629875","188776200.135226","188017479.300828","231140754.369825","257014719.411224","385008315.514374","514906779.661017","603065177.75752","549230981.764598","550937976.842294","491154341.489866","395912415.309373","408927789.934354","498919449.901768","552584121.398724","549510046.898235","1056127971.24415","1106750660.92058","1272248036.46564","1371249900.54167","1303365100.82235","1660052135.31471","1670797943.85132","1675216276.04167","1553226127.38093","1541533677.06032","1501310513.27128","1323574624.52521","1199158822.4691","1834234906.87007","2367087420.2737","2721518972.21392","2796465893.81969","2942850895.61984","3026425749.28582","3345288834.86553","4237508509.53396","4719750561.20973","4463385054.8112","4109614866.75436","3933908465.17456","3611105528.66322","3340470447.87078","3994811814.48527","4135199802.1163","3796451647.05882","",
"Sint Maarten (Dutch part)","SXM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","799664804.469274","761508379.888268","824636871.50838","1005027932.96089","950837988.826816","982681564.24581","999441340.782123","1145251396.64804","","",
"Seychelles","SYC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","37984153.0556645","41290615.1999878","49593909.1230845","93010035.307969","107369425.622442","127665807.610964","134695824.159359","127814095.77047","113516806.29208","121847404.570022","145674332.008145","171910458.467603","193329081.710432","216588977.483127","293709831.550151","304274667.725408","357289287.178586","387571166.650584","369081055.421496","390432390.43239","353769693.555202","445058989.714104","494384371.258623","463303696.771175","480170832.020722","502867554.417414","513296897.810219","550066306.219564","","","841043516.8578","746005670.710779","811008765.808062","693074688.278386","752332653.839142","858896696.551167","899624669.57779","961677392.869287","1017193882.43416","1022235513.26058","1106275939.21739","1191919988.86292","1304372849.80052","1314568710.58538","966136363.636364",
"Syrian Arab Republic","SYR","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","796438033.732794","853558286.346741","925629308.139584","1066676903.45769","1212976146.85207","1312373176.62735","1243304285.06837","1428102231.0546","1553574821.99361","1978197499.08328","1909740576.82688","2310746239.95083","2593605675.03399","2944091808.12229","4341960947.36407","5897145454.49326","6281764490.52018","6603343721.64512","8139251678.60334","8889160541.11293","11563829057.6832","14409774990.7499","14055083929.4753","15595187447.1903","15187690030.3673","14389162065.7305","11644611672.2142","10647358137.3955","9924868790.48424","8635175524.14545","10224358155.9893","11644375000","11689835565.0981","11924429360.1614","8337680000","9078882235.52894","11398083832.3353","11681031451.3619","11900989440.3846","12843468992.2481","14645082708.8131","15455674604.197","15499529019.9268","16128225970.3312","19959326732.6733","22983697318.0077","25759589442.8153","28845214257.1085","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","253947719.999299","270613876.044249","305580528.162873","307022967.594943","331360123.592746","351012482.581555","351740049.761102","350370178.154045","355179417.814497","362415682.974756","371029144.976949","392565111.424063","461946104.370152","536052210.624694","520892452.275447","711505261.966192","734740684.418718","812520083.32356","968840679.224068","","","","826020395.140296","828285224.242929","930177345.542996","1128517543.80088","1185874203.94746","1256229185.83738","1532117455.69209","1503845973.50639","1872010492.17339","1907737191.11443","1924529220.39897","1501321651.94132","1204780867.30894","1421340827.69773","1460105944.18089","1435486253.00555","1672911244.61354","1537437923.65459","1312375970.98315","1620852247.76102","2812078778.23285","2234795671.95852","3337796812.10154","4600515246.7936","5835354121.23755","6349965973.56183","7589747577.35426","7116854004.75533","7704550817.78428","9062823467.48616","8971192476.32435","9879037874.90413","10392018175.7313","8592251176.86271","8036549910.42947","8449221372.97305","9098766577.87924","9014916599.96143","9560818018.50636",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","53244447870.0847","57309365635.2631","54793948803.6713","57106781179.4207","60960747587.4609","65724855821.2731","71316689577.2124","73948209168.7902","76020576571.0154","81834925881.2671","85694859865.3971","90741224284.5115","104504350995.084","129078059362.426","147055921898.454","163962897673.194","172708681455.159","194577128158.873","187085162035.838","215461072383.325","254171418257.801","281778424529.118","300306694828.581","305653299925.7","326625219825.203","356405833013.473","348056007465.72","325344603062.921","366748595753.115","414826916419.707","448045415471.08","479148879471.552","524886294416.167","560543536912.58","670549112931.256","832487297683.248","963250701329.076","988595110091.576","904783304803.137","1035585208376.48","1131612665390.05","1190546923237.51","1312740559855.62","1436597011209.87","1601981895882.92","1824233924576.75","2137159675391.47","2635349559674.22","3247357529302.82","3532990717285.01","4177157868722.23","5167812713336.74","5852400562399.65","6505530963528.23","7074401835024.82","7530005528397.18","7816753433848.97","8496874164363.55","9510007850118.52","10012217821756.6","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848615303080.646","778962514567.63","635937056730.404","732924874096.173","659748998905.797","720242583110.974","748090691242.678","792356350517.563","758431645968.915","652053928812.157","677401320329.284","696636001057.813","793863916199.41","971754301403.269","1232238220241.16","1522170530888.12","1803683501392.84","2307372034181.44","2855979841061.78","2407092278926.53","2728469438348.57","3212049431927.81","3388472285255.17","3651647876416.88","3434218746781.85","2665909384574.78","2594913824220.13","2880667149017.54","2932890643130.13","3032010664933.85","2857962900745.68",
"Togo","TGO","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","108626085.920967","104933816.385136","112791768.956782","131209803.507031","133445921.922138","143640171.891966","164162990.722831","178520892.809742","184038756.737128","196064633.640636","188077274.820724","212538185.588501","263555772.463016","317589128.140798","260576543.789963","510048630.76371","460551459.40268","595889701.916764","496330918.003917","690409419.635806","873250552.348641","797846410.887218","716358816.005658","617740768.265865","625233587.446994","701882867.941495","985313850.269372","1145883777.88263","1281189566.02726","1253547798.91307","1388892314.76122","1457724965.96148","1583013431.84791","1236367896.74908","871218553.085015","1163293134.46662","1349526661.58931","1492101427.28058","1542548324.11733","1526223854.71474","1328937438.04632","1352560227.86527","1500941599.49674","1848982250.99819","2003174434.61309","2145989518.61175","2277084047.94865","2617939355.29404","3205390134.52915","3161313767.10794","3221655948.74476","3683437998.54259","3512605759.63904","3899231746.69508","4122960814.95909","3752067152.93354","5528272091.92758","5709804089.05985","6450203214.89108","6332705905.84577","6489757186.58897",
"Thailand","THA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","2108885930.37419","2284978915.77708","2539846743.29502","2727220355.25684","2937067307.69231","3216730769.23077","3651490384.61538","4114951923.07692","4500913461.53846","4834711538.46154","5758076923.07692","5889375000","6546971153.84615","8328876222.45213","10611972456.5769","11903352912.0235","13513365130.5631","15430708672.9967","18172904342.5239","21099373619.5388","25151784493.368","27195835090.0992","28050225868.5832","31223212072.991","32108979077.3032","29466878260.9016","31953731905.1367","36088139704.8533","41184554378.7237","46975371566.4151","56294971761.3492","63063902997.241","72074519391.6559","81149623216.7965","92679284294.2346","105886446827.639","115848784857.178","97744314395.6664","73593113052.8973","84561309789.8381","85579804446.5718","83578735097.9814","92439100467.6432","104398788948.188","119278262858.507","131564093575.103","150692281294.546","174789299557.914","198086079733.92","194509301226.747","231870591465.551","256246125994.943","276785520105.781","289675714378.702","283152143793.989","274751034376.031","276437115399.871","297678300991.756","329686229116.502","358818588232.263","354130479936.856",
"Tajikistan","TJK","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","569255813.953488","608796992.481203","878874779.541446","709983079.526227","651185843.855593","1203443729.07546","968254968.492487","718648316.717237","980102731.641514","1141144025.17999","1428593094.66257","1983100488.13331","2385034974.01014","2747574581.61533","4514771241.83007","6239746990.41012","5799551017.45239","6898492806.57685","8116502537.85085","9749245414.44161","10975861634.6921","10680715327.2845","6848225730.55767","6395038094.87346","6920406563.97301","6804943613.95227","7254574834.21472","7900124976.99067",
"Turkmenistan","TKM","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","1678578350.22709","2118839476.68997","2255241162.41307","2338995736.96495","","","1453333333.33333","","","","2251392920.1588","2488869204.98976","2235268695.01466","1597455814.47083","2368429901.96078","2615746917.842","4234759810.82713","5200513478.46225","4962522005.44465","4519124480.36951","5816248545.96623","8543266342.0335","4385060561.40351","2749094210.52632","4216896701.75439","7391154701.75439","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","61164697796.6282","63899818086.1235","74576996688.2683","75004152762.1987","82215000336.7716","86131282235.8891","95594186003.8843","98645970901.2486","106790344882.431","117354676627.716","128286678372.782","145088502909.606","162918773122.793","211753235373.008","273526954195.819","283820376438.472","317468954921.035","346903126175.658","395183494609.043","473696929938.695","564680353018.459","655922090465.503","614484493836.944","540660144575.388","525216775552.309","533845878222.731","562873931499.501","573371936177.399","647332533608.759","697903286699.7","871546565548.232","1109603281750.79","1057668407107.4","1201834968891.87","1361070080138.89","1489373085376.68","1618964974010.89","1770563265527.21","1783367010834.54","1594621659428.9","1751541977838.18","1719079779982.08","1513970918127.12","1544117908048.61","1734582586658.99","2109782913430.13","2448835467512.65","2901153599230.59","3394837908035.82","3290113623933.78","4010769469330.37","4571866174425.57","4671374121602.62","4864107578653.61","5052258392651.78","4191159486123.19","4099155280822.41","4575271858833.35","4431360694943.54","4358154065008.6","3608710938646.41",
"Timor-Leste","TLS","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810527800","1043467700","1112026300","913535600","772593100","668452900","763632500","1031872000","1201264000","1384742200","1539403400","1655521800","1777224600","1768042900","1888224400","1865440600","1882923500","1884047700","1922416400","2053502800","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","16981163253.1887","17748114671.5115","19121681294.5432","20758388009.6348","23398543544.6326","26452513998.9343","30532584551.6221","35424942718.1548","43146404314.8632","58048527283.9824","77417462914.8238","87137246420.6175","104007614431.576","119261402280.362","138436830194.747","165065648473.915","182787646950.18","211225724902.466","241273262215.38","256488862430.928","279777148149.369","326015666527.949","268692499559.87","265602546912.096","270719163309.18","306354990739.346","174061663103.606","191430757883.255","200470558302.521","205124397900.388","234287283403.122","260552063936.703","279011946461.629","295979205540.882","296567958995.461","296858382206.749","306950961013.536","293345955517.398","311665446375.763","359211679598.08","401905908378.578","459551894232.867","561145598772.817","675937965776.023","753904148776.238","831545537013.123","954952166664.65","1081933540513.56","1025769949593.37","1065068029976.56","1041213067133.2","1068632364890.58","1005497230884.83","930423676779.41","959733061744.388","957266854158.762",
"Tonga","TON","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","33122921.8484095","33047781.9870463","35202373.0317143","45547098.5464118","50276324.6143528","57308130.2664541","69903470.4665594","65677046.3535856","73746846.8468468","72206230.8029838","69498568.3357776","81856951.8716578","91062876.3478505","128890028.197898","124696861.342868","128022843.031332","159854234.150856","147509464.776186","151731936.416185","211459930.313589","227984892.595798","242724490.624239","240572299.168975","222210120.643432","214961774.183358","223125434.689769","198270488.452892","208379392.604826","228628968.344341","264087500.611038","307647680.95754","337432077.25621","361181205.372747","422540193.602694","395458503.140432","428732023.433045","463519731.455707","532058469.526226","","","","","","","","",
